"ID","Long","Lat","Archip","Island","Area","Dist","SLMP","GMMC","Elev","CC_SED_SSP3","CC_SLR_1m","LU_state_present","BI_state_present","LU_trend_SSP3","BI_trend_SSP3","CC","LU","BI","dominant_th","E"
365,-66.798921,-55.822424,"Patagonic Archipelago","Islote Hasse",2.4,351.25,0.412,1,2,0.0588847920919435,0.0882956878850103,0,0,0.102978723404255,0.0996783836996636,0.0760197213442849,0,0,"CC",0.0760197213442849
366,-67.483796,-55.825702,"Patagonic Archipelago",NA,6.09,319.02,0.464,1,175,0.061346628075112,0.0106820049301561,0,0,0.102978723404255,0.0996783836996636,0.0372032800187066,0,0,"CC",0.0372032800187066
368,-67.298637,-55.847007,"Patagonic Archipelago","Isla Herschel",65.81,329.11,0.446,1,339,0.0603254712195624,0.00311065027403348,0,0.148453409624022,0.102978723404255,0.0996783836996636,0.0327651892415385,0,0,"CC",0.0327651892415385
374,-67.710813,-55.851648,"Patagonic Archipelago","Isla Hermite",143.59,310.96,0.469,1,376,0.0615208437225975,0.0087357106295854,0,0.107194871640633,0.102978723404255,0.0996783836996636,0.0362879893128413,0,0,"CC",0.0362879893128413
375,-67.521036,-55.8019,"Patagonic Archipelago",NA,1.72,315.49,0.474,1,4,0.0604312361119308,0.00583090379008746,0,0,0.102978723404255,0.0996783836996636,0.0342248470165079,0,0,"CC",0.0342248470165079
376,-67.48225,-55.802197,"Patagonic Archipelago","Isla Maxwell",1.02,317.3,0.471,1,3,0.0582157358398683,0.0146341463414634,0,0,0.102978723404255,0.0996783836996636,0.0376274608171953,0,0,"CC",0.0376274608171953
381,-67.208675,-55.78165,"Patagonic Archipelago","Isla Freycinet",20.8,328.51,0.46,1,281,0.0606200719886376,0.0150107219442459,0,0.0393523608530872,0.102978723404255,0.0996783836996636,0.0390638206963662,0,0,"CC",0.0390638206963662
389,-67.369866,-55.696517,"Patagonic Archipelago",NA,1.23,314.65,0.511,1,47,0.061596507084127,0.0330578512396694,0,0.075037084113867,0.102978723404255,0.0996783836996636,0.0488896214017227,0,0,"CC",0.0488896214017227
397,-69.098814,-55.636088,"Patagonic Archipelago",NA,1.77,237.6,0.577,1,2,0.0693316134267292,0.122562674094708,0,0,0.102978723404255,0.0996783836996636,0.0991147077874995,0,0,"CC",0.0991147077874995
404,-67.541455,-55.615686,"Patagonic Archipelago",NA,1.17,300.61,0.564,1,12,0.0654459657340995,0.0218340611353712,0,0,0.102978723404255,0.0996783836996636,0.045080728929392,0,0,"CC",0.045080728929392
407,-67.321856,-55.60923,"Patagonic Archipelago","Isla Middle",1.47,310.76,0.554,1,47,0.0627854980506232,0.00353356890459364,0,0.0570349377998886,0.102978723404255,0.0996783836996636,0.034254250227598,0,0,"CC",0.034254250227598
409,-67.528149,-55.604425,"Patagonic Archipelago","Isla Diana",1.07,300.39,0.569,1,0,0.0645653526950172,0.208530805687204,0,0,0.102978723404255,0.0996783836996636,0.141056027699203,0,0,"CC",0.141056027699203
414,-67.618182,-55.650512,"Patagonic Archipelago","Isla Bayly",47.49,299.55,0.554,1,394,0.0641144117813707,0.0220771144278607,0,0.0380653356863016,0.102978723404255,0.0996783836996636,0.0445185109172791,0,0,"CC",0.0445185109172791
424,-69.170126,-55.579467,"Patagonic Archipelago",NA,1.36,229.86,0.602,1,2,0.0689303926933939,0.0416666666666667,0,0,0.102978723404255,0.0996783836996636,0.0571241351799208,0,0,"CC",0.0571241351799208
430,-68.518328,-55.577244,"Patagonic Archipelago",NA,1.36,254.32,0.646,1,2,0.0711134962416451,0.0116731517509728,0,0.0423526694779589,0.102978723404255,0.0996783836996636,0.0427598681048714,0,0,"CC",0.0427598681048714
434,-69.00465,-55.612892,"Patagonic Archipelago",NA,24.16,238.8,0.599,1,66,0.0708297383842067,0.00820008200082001,0,0.0338999237658283,0.102978723404255,0.0996783836996636,0.0408194410325292,0,0,"CC",0.0408194410325292
437,-67.41309,-55.693749,"Patagonic Archipelago","Isla Wollaston",225.68,312.4,0.532,1,509,0.0623147494716126,0.00521150004342917,0,0.126251092023101,0.102978723404255,0.0996783836996636,0.0348777682499876,0,0,"CC",0.0348777682499876
451,-69.133163,-55.552228,"Patagonic Archipelago",NA,1.64,228.61,0.618,1,2,0.0672897407527108,0.0721311475409836,0,0,0.102978723404255,0.0996783836996636,0.0720118393371113,0,0,"CC",0.0720118393371113
452,-68.584247,-55.55229,"Patagonic Archipelago","Isla Loewy",1.75,249.47,0.659,1,3,0.0683441824067382,0.00293255131964809,0,0.0378350580381988,0.102978723404255,0.0996783836996636,0.0368149189149208,0,0,"CC",0.0368149189149208
465,-68.007978,-55.550113,"Patagonic Archipelago","Isla Yellow",8.1,273.98,0.636,1,122,0.0693716937965564,0.0135052179251074,0,0,0.102978723404255,0.0996783836996636,0.042806489936317,0,0,"CC",0.042806489936317
472,-68.038049,-55.536611,"Patagonic Archipelago","Isla Bullock",1.37,271.57,0.646,1,2,0.0693771602561586,0.0110294117647059,0,0,0.102978723404255,0.0996783836996636,0.0415305426387549,0,0,"CC",0.0415305426387549
475,-68.837193,-55.545195,"Patagonic Archipelago",NA,15.34,238.98,0.644,1,339,0.071651780498836,0.00289389067524116,0,0,0.102978723404255,0.0996783836996636,0.0385033473933731,0,0,"CC",0.0385033473933731
476,-68.299893,-55.536647,"Patagonic Archipelago",NA,3.04,260.02,0.663,1,42,0.0722000195929973,0.00993377483443709,0,0.0345791030029267,0.102978723404255,0.0996783836996636,0.0424226647874774,0,0,"CC",0.0424226647874774
486,-69.279122,-55.541939,"Patagonic Archipelago","Isla Hind",17.45,222.61,0.618,1,2,0.0695405899968,0.0173789173789174,0,0.00795432750692317,0.102978723404255,0.0996783836996636,0.0448945181529453,0,0,"CC",0.0448945181529453
488,-68.671548,-55.551716,"Patagonic Archipelago","Isla Jaureguiberry",26,246,0.654,1,280,0.0712642919200557,0.00284306292645944,0,0.0290369849798979,0.102978723404255,0.0996783836996636,0.0382769540218666,0,0,"CC",0.0382769540218666
489,-68.657901,-55.530956,"Patagonic Archipelago",NA,3.25,244.72,0.669,1,3,0.0685530719694937,0.00154798761609907,0,0,0.102978723404255,0.0996783836996636,0.0362076752057768,0,0,"CC",0.0362076752057768
492,-68.419917,-55.532175,"Patagonic Archipelago","Isla Thiery",4.28,254.56,0.674,1,35,0.0705424522301205,0,0,0.0227651938499022,0.102978723404255,0.0996783836996636,0.0364356575159695,0,0,"CC",0.0364356575159695
509,-68.550115,-55.53825,"Patagonic Archipelago",NA,12.65,249.67,0.672,1,71,0.0701715610467952,0.00279329608938547,0,0,0.102978723404255,0.0996783836996636,0.0376868461652425,0,0,"CC",0.0376868461652425
513,-68.406538,-55.505214,"Patagonic Archipelago",NA,1.81,252.88,0.689,1,2,0.0700753099543162,0.00286532951289398,0,0,0.102978723404255,0.0996783836996636,0.0376743375741098,0,0,"CC",0.0376743375741098
517,-67.666219,-55.564411,"Patagonic Archipelago","Isla Grevy",69.61,290.92,0.605,1,211,0.0656101755403264,0.0183784547960698,0,0.155313134890285,0.102978723404255,0.0996783836996636,0.0433807001802192,0,0,"CC",0.0433807001802192
527,-68.892498,-55.507542,"Patagonic Archipelago",NA,6.81,233.54,0.662,1,2,0.0693894462891283,0.00293901542983101,0,0,0.102978723404255,0.0996783836996636,0.0373581435934781,0,0,"CC",0.0373581435934781
546,-68.628812,-55.497065,"Patagonic Archipelago","Isla Pothuau",24.57,242.97,0.69,1,394,0.0700263398370679,0.0188982710092481,0,0.0353455911174427,0.102978723404255,0.0996783836996636,0.0459301677657556,0,0,"CC",0.0459301677657556
591,-69.622657,-55.44157,"Patagonic Archipelago",NA,4.28,201.8,0.659,1,149,0.0687676290087523,0.00580720092915215,0,0.0229345397778114,0.102978723404255,0.0996783836996636,0.0385184080936863,0,0,"CC",0.0385184080936863
594,-69.51607,-55.468352,"Patagonic Archipelago",NA,43.06,207.77,0.646,1,469,0.0698827267625473,0.0101863641625188,0,0.0452070483344553,0.102978723404255,0.0996783836996636,0.0413562313519214,0,0,"CC",0.0413562313519214
615,-68.081758,-55.401363,"Patagonic Archipelago","Isla Packsaddle",2.28,259.22,0.736,1,1,0.0649957358802367,0.00436681222707424,0,0,0.102978723404255,0.0996783836996636,0.0358262289922753,0,0,"CC",0.0358262289922753
618,-69.196911,-55.391757,"Patagonic Archipelago",NA,1.58,211.64,0.711,1,3,0.0494147388806472,0.0134228187919463,0,0.0440896883634012,0.102978723404255,0.0996783836996636,0.0324560269471466,0,0,"CC",0.0324560269471466
622,-69.62976,-55.390298,"Patagonic Archipelago",NA,1.31,196.65,0.684,1,5,0.065929753409395,0,0,0,0.102978723404255,0.0996783836996636,0.0340531671269479,0,0,"CC",0.0340531671269479
630,-69.713381,-55.420197,"Patagonic Archipelago","Isla Arthur",62.92,196.81,0.657,1,675,0.0699335900389663,0.00664504390475437,0,0.160440547747267,0.102978723404255,0.0996783836996636,0.0395533865240771,0,0,"CC",0.0395533865240771
645,-69.830145,-55.373434,"Patagonic Archipelago",NA,8.56,188.6,0.677,1,4,0.0690226384491172,0.0264550264550265,0,0.00640257683671132,0.102978723404255,0.0996783836996636,0.0493148648635507,0,0,"CC",0.0493148648635507
648,-69.231033,-55.36646,"Patagonic Archipelago",NA,1.72,208.09,0.725,1,3,0.0428625899972635,0.0184615384615385,0,0.0842808579477036,0.102978723404255,0.0996783836996636,0.0316743304400776,0,0,"CC",0.0316743304400776
657,-69.916746,-55.37102,"Patagonic Archipelago",NA,6.52,185.75,0.671,1,3,0.0679286774724337,0.00609756097560976,0,0.0100067865795332,0.102978723404255,0.0996783836996636,0.0382350568490266,0,0,"CC",0.0382350568490266
661,-69.067613,-55.405481,"Patagonic Archipelago","Isla Dumont d'Urville",47.23,217.77,0.712,1,360,0.0557025985434521,0.00944597749946933,0,0.035303718374831,0.102978723404255,0.0996783836996636,0.0336496836913111,0,0,"CC",0.0336496836913111
667,-70.028372,-55.354143,"Patagonic Archipelago",NA,65.15,180.88,0.661,1,441,0.067221626025846,0.0109780439121756,0,0.16207708370872,0.102978723404255,0.0996783836996636,0.0403906626669128,0,0,"CC",0.0403906626669128
673,-70.135444,-55.314779,"Patagonic Archipelago",NA,1.88,174.03,0.672,1,2,0.0659999473110701,0.0298913043478261,0,0.0346483334387578,0.102978723404255,0.0996783836996636,0.0495284852421016,0,0,"CC",0.0495284852421016
678,-66.793469,-55.313972,"Patagonic Archipelago","Isla Luff",3.78,319.43,0.682,1,73,0.0605149071467194,0.023936170212766,0,0.0275767304047028,0.102978723404255,0.0996783836996636,0.0436195572204819,0,0,"CC",0.0436195572204819
687,-69.205266,-55.304316,"Patagonic Archipelago","Isla Mouchez",5.36,203.52,0.762,1,87,0.0275572651752948,0.00376293508936971,0,0,0.102978723404255,0.0996783836996636,0.0161770969692436,0,0,"CC",0.0161770969692436
704,-70.139535,-55.289825,"Patagonic Archipelago",NA,18.65,171.4,0.68,1,94,0.0665204640744279,0.0241061755146262,0,0.0265643645058302,0.102978723404255,0.0996783836996636,0.0468092772153454,0,0,"CC",0.0468092772153454
707,-69.694558,-55.282873,"Patagonic Archipelago",NA,3.74,184.25,0.734,1,211,0.0632254130372456,0.00819672131147541,0,0,0.102978723404255,0.0996783836996636,0.0368900193276583,0,0,"CC",0.0368900193276583
711,-67.82632,-55.274448,"Patagonic Archipelago","Isla Scott",1.76,262.58,0.807,1,21,0.0521307142310277,0.00583090379008746,0,0,0.102978723404255,0.0996783836996636,0.0299375708743374,0,0,"CC",0.0299375708743374
715,-70.051044,-55.269513,"Patagonic Archipelago",NA,2.48,171.78,0.707,1,59,0.0658218673386848,0,0,0.0418359102953738,0.102978723404255,0.0996783836996636,0.0339974432358884,0,0,"CC",0.0339974432358884
719,-68.827243,-55.257612,"Patagonic Archipelago",NA,1.04,214.55,0.819,1,3,0.0160674691505869,0,0,0,0.102978723404255,0.0996783836996636,0.00829895735988067,0,0,"CC",0.00829895735988067
734,-68.906409,-55.303725,"Patagonic Archipelago","Isla Herve Mangon",43.43,215.2,0.784,1,572,0.0263011315636632,0.00686734577085956,0,0.0604356253969185,0.102978723404255,0.0996783836996636,0.017131744676872,0,0,"CC",0.017131744676872
736,-69.174646,-55.247025,"Patagonic Archipelago",NA,3.33,199.68,0.797,1,102,0.0177988547198586,0,0,0,0.102978723404255,0.0996783836996636,0.00919322981052193,0,0,"CC",0.00919322981052193
755,-68.227438,-55.229037,"Patagonic Archipelago",NA,2.3,239.59,0.86,1,18,0.0336998586245886,0.00447427293064877,0,0,0.102978723404255,0.0996783836996636,0.0197171992090502,0,0,"CC",0.0197171992090502
760,-69.949573,-55.229201,"Patagonic Archipelago",NA,2.89,170.9,0.74,1,4,0.0658820223963265,0.00174520069808028,0,0.0317850614471268,0.102978723404255,0.0996783836996636,0.0349299217921398,0,0,"CC",0.0349299217921398
761,-67.886422,-55.22745,"Patagonic Archipelago",NA,1.43,256.36,0.846,1,17,0.0510669987972911,0.00355871886120996,0,0,0.102978723404255,0.0996783836996636,0.0282145555937926,0,0,"CC",0.0282145555937926
762,-66.944147,-55.286199,"Patagonic Archipelago","Isla Lennox",152.52,309.64,0.703,1,433,0.0602162440360958,0.00853678253839935,0,0.11533534218334,0.102978723404255,0.0996783836996636,0.0355114069650251,0,0,"CC",0.0355114069650251
769,-67.939429,-55.232644,"Patagonic Archipelago","Isla Bertrand",11.67,254.03,0.845,1,170,0.0560859527746299,0.0030055817947617,0,0,0.102978723404255,0.0996783836996636,0.0305211804749837,0,0,"CC",0.0305211804749837
780,-70.079347,-55.234978,"Patagonic Archipelago",NA,23.07,167.54,0.716,1,126,0.0667653866667234,0.00927924039706517,0,0.0383374770301196,0.102978723404255,0.0996783836996636,0.0392775683298796,0,0,"CC",0.0392775683298796
784,-70.026079,-55.201539,"Patagonic Archipelago","Isla Whittlebury",1.12,165.84,0.744,1,68,0.0667909698176716,0,0,0,0.102978723404255,0.0996783836996636,0.0344979912733603,0,0,"CC",0.0344979912733603
800,-66.554534,-55.228928,"Patagonic Archipelago","Isla Nueva",118.74,328.14,0.66,1,421,0.0570424511939084,0.00362651104626928,0,0.126708963817404,0.102978723404255,0.0996783836996636,0.0313359326214144,0,0,"CC",0.0313359326214144
805,-70.605637,-55.169003,"Patagonic Archipelago",NA,1.18,148.28,0.663,1,4,0.0691011850530604,0.0212765957446809,0,0,0.102978723404255,0.0996783836996636,0.0466807399529813,0,0,"CC",0.0466807399529813
808,-68.268667,-55.187715,"Patagonic Archipelago","Isla Milne Edwards",34.23,234.6,0.879,1,569,0.0297738485384201,0.0001453065969195,0,0.057278983762038,0.102978723404255,0.0996783836996636,0.0154534476080054,0,0,"CC",0.0154534476080054
811,-68.743594,-55.164501,"Patagonic Archipelago","Isla Grande",10.99,210.64,0.882,1,205,0.0127970576850197,0.00229779411764706,0,0,0.102978723404255,0.0996783836996636,0.00779659386864132,0,0,"CC",0.00779659386864132
820,-68.835483,-55.142609,"Patagonic Archipelago",NA,1.03,204.8,0.887,1,4,0.0120219110132068,0,0,0,0.102978723404255,0.0996783836996636,0.00620939900041685,0,0,"CC",0.00620939900041685
822,-70.668265,-55.163715,"Patagonic Archipelago","Isla Phillips",15.09,146.63,0.656,1,269,0.0709756226496816,0.018679119412942,0,0,0.102978723404255,0.0996783836996636,0.046307285516813,0,0,"CC",0.046307285516813
829,-68.301588,-55.130027,"Patagonic Archipelago","Isla Pacha",1.27,228.88,0.924,1,1,0.0217159180538132,0.00813008130081301,0,0,0.102978723404255,0.0996783836996636,0.0154156621485109,0,0,"CC",0.0154156621485109
833,-68.449235,-55.135975,"Patagonic Archipelago","Isla Mascart",9.15,222.13,0.917,1,104,0.0150101345033261,0.00109289617486339,0,0,0.102978723404255,0.0996783836996636,0.00831732513133616,0,0,"CC",0.00831732513133616
843,-70.827038,-55.117221,"Patagonic Archipelago","Isla Jorge",3.23,139.22,0.649,1,4,0.070838046082691,0.00805152979066022,0,0.0544916766024266,0.102978723404255,0.0996783836996636,0.0407470037861002,0,0,"CC",0.0407470037861002
844,-70.907579,-55.118316,"Patagonic Archipelago",NA,4.1,138.28,0.63,1,4,0.0715245217993382,0.0175438596491228,0,0,0.102978723404255,0.0996783836996636,0.046004426261952,0,0,"CC",0.046004426261952
848,-70.265303,-55.105583,"Patagonic Archipelago",NA,1.05,149.41,0.739,1,2,0.0660923370789015,0,0,0,0.102978723404255,0.0996783836996636,0.034137142700699,0,0,"CC",0.034137142700699
902,-70.152357,-55.035833,"Patagonic Archipelago","Islote Redondo",3.59,145.79,0.781,1,79,0.0666717847969824,0.00283687943262411,0,0,0.102978723404255,0.0996783836996636,0.0359016989656206,0,0,"CC",0.0359016989656206
905,-70.301158,-55.026538,"Patagonic Archipelago",NA,1.02,140.48,0.76,1,2,0.064170528499482,0.104712041884817,0,0,0.102978723404255,0.0996783836996636,0.0872289989985851,0,0,"CC",0.0872289989985851
906,-70.046969,-55.053121,"Patagonic Archipelago",NA,27.47,150.85,0.79,1,514,0.062957952550037,0.00273572861572132,0,0.0537173884784023,0.102978723404255,0.0996783836996636,0.0339312342036338,0,0,"CC",0.0339312342036338
907,-70.413981,-55.038255,"Patagonic Archipelago",NA,13.06,138.7,0.737,1,265,0.0683910013431222,0.00614675374567806,0,0,0.102978723404255,0.0996783836996636,0.0384992586813578,0,0,"CC",0.0384992586813578
915,-70.55277,-55.022001,"Patagonic Archipelago",NA,13.85,133.78,0.728,1,97,0.0704207679993059,0.0158788774002954,0,0,0.102978723404255,0.0996783836996636,0.0445743552162322,0,0,"CC",0.0445743552162322
918,-68.244931,-55.025732,"Patagonic Archipelago","Isla Button",11.8,224.55,0.985,1,267,0.0204854215976703,0.000855431993156544,0,0,0.102978723404255,0.0996783836996636,0.0110226963757549,0,0,"CC",0.0110226963757549
924,-69.966911,-55.046728,"Patagonic Archipelago","Islote Redondo",24.1,152.8,0.805,1,448,0.0560885869961067,0.00165597184847858,0,0.0606563005712202,0.102978723404255,0.0996783836996636,0.0298254583298098,0,0,"CC",0.0298254583298098
928,-70.297458,-55.007368,"Patagonic Archipelago",NA,9.74,138.67,0.768,1,344,0.0669512552939535,0.00258264462809917,0,0,0.102978723404255,0.0996783836996636,0.0359147333728191,0,0,"CC",0.0359147333728191
931,-66.933809,-55.04666,"Patagonic Archipelago","Isla Picton",92.74,297.39,0.796,1,265,0.0188537194094534,0.00337222995396638,0,0.135017627873273,0.102978723404255,0.0996783836996636,0.0114798543766396,0,0,"CC",0.0114798543766396
950,-71.162546,-54.991109,"Patagonic Archipelago",NA,20.57,122.12,0.631,1,427,0.0710830436812928,0.00390434358223524,0,0.0643070692735409,0.102978723404255,0.0996783836996636,0.0387314967650737,0,0,"CC",0.0387314967650737
967,-71.239885,-54.982892,"Patagonic Archipelago",NA,35.2,120.93,0.621,1,433,0.0710415681941687,0.00727947473594062,0,0.0570712651437471,0.102978723404255,0.0996783836996636,0.0404533526448139,0,0,"CC",0.0404533526448139
971,-71.419349,-54.952221,"Patagonic Archipelago",NA,1.34,117.64,0.599,1,1,0.0695112415292762,0.00401606425702811,0,0,0.102978723404255,0.0996783836996636,0.0379773547276522,0,0,"CC",0.0379773547276522
983,-70.245277,-54.937758,"Patagonic Archipelago",NA,1.21,133.36,0.81,1,2,0.0612631070529359,0,0,0,0.102978723404255,0.0996783836996636,0.0316428124679205,0,0,"CC",0.0316428124679205
988,-68.960532,-55.246549,"Patagonic Archipelago","Isla Hoste",4426.3,208.09,0.681,1,1219,0.0326191977661358,0.00284437356776243,0.000357931894200269,0.0269970683873768,0.102941864034725,0.0996783836996636,0.0183171763748715,0.000321072524669883,0,"CC",0.0186382488995414
996,-71.47183,-54.922617,"Patagonic Archipelago",NA,2.04,114.6,0.6,1,3,0.06881654512146,0.0661577608142494,0,0.0419313525581958,0.102978723404255,0.0996783836996636,0.0697151492336318,0,0,"CC",0.0697151492336318
999,-69.74498,-54.920899,"Patagonic Archipelago",NA,1.08,148.71,0.91,1,4,0.0231092832034266,0.00483091787439614,0,0,0.102978723404255,0.0996783836996636,0.0144313043453314,0,0,"CC",0.0144313043453314
1005,-70.097382,-54.970807,"Patagonic Archipelago","Isla Thomson",113.61,141.33,0.817,1,594,0.061991043255446,0.0033546678437431,0,0.140980043820235,0.102978723404255,0.0996783836996636,0.0337515052918862,0,0,"CC",0.0337515052918862
1010,-68.280222,-54.915819,"Patagonic Archipelago","Isla Martinez",2.15,215.57,1.053,1,14,0.0149343983856795,0.0171990171990172,0,0,0.102978723404255,0.0996783836996636,0.0165971282263194,0,0,"CC",0.0165971282263194
1012,-68.339295,-54.91248,"Patagonic Archipelago","Isla Entrada",1.34,212.26,1.057,1,1,0.0136706726357255,0.0342205323193916,0,0,0.102978723404255,0.0996783836996636,0.0247361338684323,0,0,"CC",0.0247361338684323
1024,-70.618085,-55.037604,"Patagonic Archipelago","Isla Cook",755.02,134.07,0.68,1,785,0.0698865430834112,0.00370238142462348,0.000145475705557172,0.0465637727046906,0.102963742501811,0.0996783836996636,0.0380091812175254,0.000130494803112571,0,"CC",0.038139676020638
1027,-71.315152,-54.902073,"Patagonic Archipelago",NA,1.09,111.82,0.638,1,2,0.068086724760536,0,0,0,0.102978723404255,0.0996783836996636,0.035167257535452,0,0,"CC",0.035167257535452
1028,-67.644515,-55.084701,"Patagonic Archipelago","Isla Navarino",2538.65,259.89,0.822,1,878,0.0221323650673247,0.000323358565690487,2.16188170183328e-05,0.0365575006824196,0.102976497126077,0.0997213529706018,0.0115985343534237,1.9392538840271e-05,0.0679703598582094,"BI",0.0795882867504734
1031,-70.278451,-54.898535,"Patagonic Archipelago","Isla Timbal Grande",1.95,128.51,0.824,1,3,0.0579146305239119,0,0,0,0.102978723404255,0.0996783836996636,0.0299133015116841,0,0,"CC",0.0299133015116841
1037,-70.044237,-54.892906,"Patagonic Archipelago","Isla Chair",6.9,135.52,0.871,1,3,0.0472258598468119,0.00298284862043251,0,0,0.102978723404255,0.0996783836996636,0.02593314023255,0,0,"CC",0.02593314023255
1041,-69.623527,-54.974215,"Patagonic Archipelago","Isla Gordon",638.43,158.12,0.864,1,1068,0.0313120883686257,0.00155065337832046,0.000258754528204244,0.0518536339176083,0.102952077193266,0.0996783836996636,0.0169738301614673,0.000232108317214708,0,"CC",0.017205938478682
1050,-67.478033,-54.893945,"Patagonic Archipelago","Isla Gable",23.72,258.61,0.968,1,55,0.00907072488706865,0.022274077216801,0,0.0250067420232748,0.102978723404255,0.0996783836996636,0.0161898039869216,0,0,"CC",0.0161898039869216
1078,-70.568691,-54.872664,"Patagonic Archipelago","Isla O'Brien",142.9,117.88,0.771,1,545,0.0609844106210457,3.49320571488455e-05,0,0.116117338906929,0.102978723404255,0.0996783836996636,0.0315169065064479,0,0,"CC",0.0315169065064479
1081,-70.933979,-54.836822,"Patagonic Archipelago","Isla Senal",5.57,107.26,0.721,1,4,0.0572165198290335,0,0,0.0218276415438566,0.102978723404255,0.0996783836996636,0.0295527225782519,0,0,"CC",0.0295527225782519
1084,-71.218828,-54.884314,"Patagonic Archipelago","Isla Guardia",281.43,110.02,0.653,1,744,0.0713802906728538,0.00615450292605703,0,0.0993996575388078,0.102978723404255,0.0996783836996636,0.0400472495048174,0,0,"CC",0.0400472495048174
1090,-70.951277,-54.80793,"Patagonic Archipelago",NA,1.12,103.87,0.726,1,3,0.051974857127069,0,0,0,0.102978723404255,0.0996783836996636,0.026845368056467,0,0,"CC",0.026845368056467
1091,-35.789176,-54.811007,"South Georgia","Cooper Island",6.53,2154.79,0.305,0,209,0.059522363696892,0.115198451113262,0,0.0840114332720481,0.102978723404255,0.0996783836996636,0.0902444920480904,0,0,"CC",0.0902444920480904
1093,-71.233275,-54.808877,"Patagonic Archipelago",NA,2.52,101.59,0.682,1,3,0.0689649015947902,0.0101010101010101,0,0,0.102978723404255,0.0996783836996636,0.0408380824406044,0,0,"CC",0.0408380824406044
1099,-71.361767,-54.790224,"Patagonic Archipelago","Isla Katy",1.02,99.43,0.668,1,3,0.0691041132992578,0.0050251256281407,0,0,0.102978723404255,0.0996783836996636,0.0382882572988426,0,0,"CC",0.0382882572988426
1115,-71.2749,-54.754368,"Patagonic Archipelago","Isla Bruce",1.88,95.41,0.692,1,183,0.0717018277066426,0.00271739130434783,0,0.0699475525855678,0.102978723404255,0.0996783836996636,0.0384380339890225,0,0,"CC",0.0384380339890225
1128,-71.042556,-54.741509,"Patagonic Archipelago",NA,1.92,95.49,0.731,1,10,0.0514078874581018,0,0,0.0518295458406344,0.102978723404255,0.0996783836996636,0.0265525243570017,0,0,"CC",0.0265525243570017
